#query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
ECFFIKGN_02257,713586.KB900536_gene826,2.28e-83,253,"COG1974@1|root,COG1974@2|Bacteria,1MW80@1224|Proteobacteria,1RMXF@1236|Gammaproteobacteria",1236|Gammaproteobacteria,K,"Represses a number of genes involved in the response to DNA damage (SOS response), including recA and lexA. In the presence of single-stranded DNA, RecA interacts with LexA causing an autocatalytic cleavage which disrupts the DNA-binding part of LexA, leading to derepression of the SOS regulon and eventually DNA repair",lexA,"GO:0000976,GO:0001067,GO:0001130,GO:0001217,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006139,GO:0006282,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0007154,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009432,GO:0009605,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010467,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010629,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031668,GO:0032774,GO:0032991,GO:0032993,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0042802,GO:0043170,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0045892,GO:0045934,GO:0046483,GO:0048519,GO:0048523,GO:0048583,GO:0050789,GO:0050794,GO:0050896,GO:0051052,GO:0051171,GO:0051172,GO:0051252,GO:0051253,GO:0051716,GO:0060255,GO:0065007,GO:0071496,GO:0071704,GO:0080090,GO:0080134,GO:0080135,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1902679,GO:1903506,GO:1903507,GO:1990837,GO:2000112,GO:2000113,GO:2001020,GO:2001141",3.4.21.88,ko:K01356,-,M00729,-,-,"ko00000,ko00002,ko01000,ko01002,ko03400",-,-,-,"LexA_DNA_bind,Peptidase_S24"
ECFFIKGN_02258,469381.Dpep_1250,4.31e-57,203,"COG4907@1|root,COG4907@2|Bacteria,3TA8F@508458|Synergistetes",508458|Synergistetes,S,membrane protein (DUF2207),-,-,-,-,-,-,-,-,-,-,-,-,DUF2207
ECFFIKGN_02259,1265502.KB905942_gene2822,0,976,"COG1020@1|root,COG1020@2|Bacteria,1QK4F@1224|Proteobacteria,2VQKY@28216|Betaproteobacteria,4AJ1D@80864|Comamonadaceae",28216|Betaproteobacteria,Q,Luciferase-like monooxygenase,-,-,-,-,-,-,-,-,-,-,-,-,"AMP-binding,AMP-binding_C,Bac_luciferase,Formyl_trans_N,PP-binding"
ECFFIKGN_02260,62928.azo3899,2.39e-86,265,"COG4455@1|root,COG4455@2|Bacteria,1MWHI@1224|Proteobacteria,2VKHG@28216|Betaproteobacteria,2KZ51@206389|Rhodocyclales",206389|Rhodocyclales,S,ImpE protein,-,-,-,ko:K11898,-,-,-,-,"ko00000,ko02044",-,-,-,ImpE
ECFFIKGN_02261,448385.sce9340,5.33e-4,46.2,"COG3157@1|root,COG3157@2|Bacteria,1RBTU@1224|Proteobacteria,42XEQ@68525|delta/epsilon subdivisions,2WTD9@28221|Deltaproteobacteria,2YW3W@29|Myxococcales",28221|Deltaproteobacteria,S,"Type VI secretion system effector, Hcp",-,-,-,ko:K11903,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",-,-,-,T6SS_HCP
ECFFIKGN_02262,765911.Thivi_2289,2.2199999999999996e-286,791,"COG3517@1|root,COG3517@2|Bacteria,1MU5C@1224|Proteobacteria,1RNP7@1236|Gammaproteobacteria,1WXN1@135613|Chromatiales",135613|Chromatiales,S,"Type VI secretion protein, EvpB/VC_A0108, tail sheath",-,-,-,ko:K11900,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,VipB
ECFFIKGN_02263,1288494.EBAPG3_16550,6.28e-83,249,"COG3516@1|root,COG3516@2|Bacteria,1RAZQ@1224|Proteobacteria,2VQ4P@28216|Betaproteobacteria",28216|Betaproteobacteria,S,"TIGRFAM type VI secretion protein, VC_A0107 family",-,-,-,ko:K11901,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_VipA
ECFFIKGN_02264,765913.ThidrDRAFT_2280,4.15e-67,221,"COG3515@1|root,COG3515@2|Bacteria,1NK35@1224|Proteobacteria,1RQHZ@1236|Gammaproteobacteria,1WYRE@135613|Chromatiales",135613|Chromatiales,S,"ImpA, N-terminal, type VI secretion system",-,-,-,ko:K11902,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",-,-,-,ImpA_N
ECFFIKGN_02265,399739.Pmen_2320,7.51e-72,244,"COG1716@1|root,COG3456@1|root,COG1716@2|Bacteria,COG3456@2|Bacteria,1R3R7@1224|Proteobacteria,1S0GX@1236|Gammaproteobacteria,1YKU4@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,T,Type VI secretion,fha1,-,-,"ko:K07169,ko:K11894,ko:K11913","ko02025,ko03070,map02025,map03070",-,-,-,"ko00000,ko00001,ko02044",3.A.23.1,-,-,FHA
ECFFIKGN_02266,595537.Varpa_0588,1.38e-19,87.8,"COG3521@1|root,COG3521@2|Bacteria,1N80I@1224|Proteobacteria,2VWGG@28216|Betaproteobacteria,4AFDP@80864|Comamonadaceae",28216|Betaproteobacteria,S,"TIGRFAM type VI secretion lipoprotein, VC_A0113 family",-,-,-,ko:K11906,"ko03070,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS-SciN
ECFFIKGN_02267,686340.Metal_3085,2.63e-134,400,"COG3522@1|root,COG3522@2|Bacteria,1MXKE@1224|Proteobacteria,1RNCB@1236|Gammaproteobacteria,1XEA3@135618|Methylococcales",135618|Methylococcales,S,"Type VI secretion protein, VC_A0114 family",-,-,-,ko:K11893,"ko02025,map02025",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,T6SS_VasE
ECFFIKGN_02268,1231391.AMZF01000014_gene2287,4.79e-109,336,"COG1360@1|root,COG3455@1|root,COG1360@2|Bacteria,COG3455@2|Bacteria,1MU13@1224|Proteobacteria,2VMB4@28216|Betaproteobacteria,3T21I@506|Alcaligenaceae",28216|Betaproteobacteria,N,Type VI secretion system protein DotU,-,-,-,ko:K11892,"ko03070,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,"DotU,OmpA"
ECFFIKGN_02269,287.DR97_3034,2.4499999999999996e-291,856,"COG3523@1|root,COG3523@2|Bacteria,1MV3D@1224|Proteobacteria,1RPQ2@1236|Gammaproteobacteria,1YDZM@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,S,Intracellular multiplication and human macrophage-killing,icmF,-,-,ko:K11891,"ko02025,ko03070,map02025,map03070",M00334,-,-,"ko00000,ko00001,ko00002,ko02044",3.A.23.1,-,-,"IcmF-related,IcmF_C,ImcF-related_N"
ECFFIKGN_02270,1349767.GJA_5372,2.06e-44,156,"COG3913@1|root,COG3913@2|Bacteria,1N01G@1224|Proteobacteria,2VUP0@28216|Betaproteobacteria",28216|Betaproteobacteria,S,"TIGRFAM type VI secretion-associated protein, BMA_A0400 family",-,-,-,ko:K11890,"ko02025,map02025",-,-,-,"ko00000,ko00001,ko02044",-,-,-,DUF2094
ECFFIKGN_02271,1226994.AMZB01000107_gene3696,3.45e-64,207,"COG0631@1|root,COG0631@2|Bacteria,1RFDT@1224|Proteobacteria,1SYCH@1236|Gammaproteobacteria,1YKNQ@136841|Pseudomonas aeruginosa group",1236|Gammaproteobacteria,T,"Serine/threonine phosphatases, family 2C, catalytic domain",pppA,-,3.1.3.16,ko:K11915,"ko02025,ko03070,map02025,map03070",-,-,-,"ko00000,ko00001,ko01000,ko02044",-,-,-,PP2C_2
ECFFIKGN_02272,1278309.KB907101_gene423,4.66e-63,200,"COG4094@1|root,COG4094@2|Bacteria,1RDHB@1224|Proteobacteria,1S78U@1236|Gammaproteobacteria,1XJX6@135619|Oceanospirillales",135619|Oceanospirillales,S,NnrU protein,-,-,-,-,-,-,-,-,-,-,-,-,NnrU
ECFFIKGN_02273,550540.Fbal_3120,2.1999999999999996e-238,689,"COG1506@1|root,COG1506@2|Bacteria,1P6E1@1224|Proteobacteria,1RPRK@1236|Gammaproteobacteria",1236|Gammaproteobacteria,E,peptidase,dpp4,-,3.4.14.5,ko:K01278,"ko04974,map04974",-,-,-,"ko00000,ko00001,ko01000,ko01002,ko04090,ko04147",-,-,-,"DPPIV_N,Peptidase_S9"
ECFFIKGN_02274,232721.Ajs_3073,8.399999999999999e-207,601,"COG0318@1|root,COG0318@2|Bacteria,1MU6G@1224|Proteobacteria,2WGHZ@28216|Betaproteobacteria,4AB3C@80864|Comamonadaceae",28216|Betaproteobacteria,IQ,PFAM AMP-dependent synthetase and ligase,-,-,-,ko:K00666,-,-,-,-,"ko00000,ko01000,ko01004",-,-,-,"AMP-binding,AMP-binding_C,Acyltransferase,PP-binding"
ECFFIKGN_02275,232721.Ajs_3072,6.4e-112,344,"COG2124@1|root,COG2124@2|Bacteria,1MV75@1224|Proteobacteria,2WGHK@28216|Betaproteobacteria,4AF4Y@80864|Comamonadaceae",28216|Betaproteobacteria,C,PFAM Cytochrome P450,-,-,"1.14.14.1,1.6.2.4",ko:K14338,"ko00071,ko00380,ko00627,ko01120,map00071,map00380,map00627,map01120",-,"R03629,R04121,R05259","RC00046,RC01311","ko00000,ko00001,ko00199,ko01000",-,-,-,"FAD_binding_1,Flavodoxin_1,NAD_binding_1,p450"
ECFFIKGN_02276,391615.ABSJ01000004_gene643,4.01e-54,181,"COG2121@1|root,COG2121@2|Bacteria,1MZID@1224|Proteobacteria,1T7TI@1236|Gammaproteobacteria,1JB79@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,S,Domain of unknown function (DUF374),-,-,-,-,-,-,-,-,-,-,-,-,DUF374
ECFFIKGN_02277,1122604.JONR01000035_gene355,9.13e-111,330,"COG0688@1|root,COG0688@2|Bacteria,1MVT4@1224|Proteobacteria,1RN1U@1236|Gammaproteobacteria,1X3VJ@135614|Xanthomonadales",1236|Gammaproteobacteria,I,Catalyzes the formation of phosphatidylethanolamine (PtdEtn) from phosphatidylserine (PtdSer),-,-,4.1.1.65,ko:K01613,"ko00564,ko01100,ko01110,map00564,map01100,map01110",M00093,R02055,RC00299,"ko00000,ko00001,ko00002,ko01000",-,-,-,PS_Dcarbxylase
ECFFIKGN_02278,105559.Nwat_3096,1.5599999999999999e-43,150,"COG3175@1|root,COG3175@2|Bacteria,1RDTU@1224|Proteobacteria,1S5XA@1236|Gammaproteobacteria,1X0T0@135613|Chromatiales",135613|Chromatiales,O,PFAM Cytochrome c oxidase assembly protein CtaG Cox11,-,-,-,ko:K02258,"ko00190,ko01100,ko04714,map00190,map01100,map04714",M00154,-,-,"ko00000,ko00001,ko00002,ko03029",3.D.4.8,-,-,CtaG_Cox11
ECFFIKGN_02280,1500890.JQNL01000001_gene2369,0,874,"COG0843@1|root,COG0843@2|Bacteria,1MU7S@1224|Proteobacteria,1RPC3@1236|Gammaproteobacteria,1X34C@135614|Xanthomonadales",135614|Xanthomonadales,C,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B,ctaD,-,1.9.3.1,ko:K02274,"ko00190,ko01100,map00190,map01100",M00155,R00081,RC00016,"ko00000,ko00001,ko00002,ko01000","3.D.4.2,3.D.4.3,3.D.4.4,3.D.4.6",-,-,COX1
ECFFIKGN_02281,1469245.JFBG01000016_gene968,4.0399999999999994e-143,419,"COG1622@1|root,COG1622@2|Bacteria,1MWHZ@1224|Proteobacteria,1RP4H@1236|Gammaproteobacteria,1WX49@135613|Chromatiales",135613|Chromatiales,C,Subunits I and II form the functional core of the enzyme complex. Electrons originating in cytochrome c are transferred via heme a and Cu(A) to the binuclear center formed by heme a3 and Cu(B),-,-,1.9.3.1,ko:K02275,"ko00190,ko01100,map00190,map01100",M00155,R00081,RC00016,"ko00000,ko00001,ko00002,ko01000","3.D.4.2,3.D.4.4,3.D.4.6",-,-,"COX2,COX2_TM,Cytochrome_CBB3"
ECFFIKGN_02282,314285.KT71_03312,8.149999999999999e-303,834,"COG3119@1|root,COG3119@2|Bacteria,1MUJH@1224|Proteobacteria,1RN2V@1236|Gammaproteobacteria,1J88Q@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,P,COG3119 Arylsulfatase A and related enzymes,-,-,3.1.6.1,ko:K01130,"ko00140,ko00600,map00140,map00600",-,"R03980,R04856","RC00128,RC00231","ko00000,ko00001,ko01000",-,-,-,"Sulfatase,Sulfatase_C"
ECFFIKGN_02283,666685.R2APBS1_0551,1.36e-175,509,"COG0469@1|root,COG0469@2|Bacteria,1MU21@1224|Proteobacteria,1RMW3@1236|Gammaproteobacteria,1X3J7@135614|Xanthomonadales",135614|Xanthomonadales,G,Belongs to the pyruvate kinase family,pykA,-,2.7.1.40,ko:K00873,"ko00010,ko00230,ko00620,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko04922,ko04930,ko05165,ko05203,ko05230,map00010,map00230,map00620,map01100,map01110,map01120,map01130,map01200,map01230,map04922,map04930,map05165,map05203,map05230","M00001,M00002,M00049,M00050","R00200,R00430,R01138,R01858,R02320","RC00002,RC00015","ko00000,ko00001,ko00002,ko01000,ko04131,ko04147",-,-,-,"PK,PK_C"
ECFFIKGN_02284,1121015.N789_13275,0,950,"COG0280@1|root,COG0281@1|root,COG0280@2|Bacteria,COG0281@2|Bacteria,1MU0A@1224|Proteobacteria,1RN5F@1236|Gammaproteobacteria,1X2XY@135614|Xanthomonadales",135614|Xanthomonadales,C,Malic enzyme,-,-,1.1.1.40,ko:K00029,"ko00620,ko00710,ko01100,ko01120,ko01200,map00620,map00710,map01100,map01120,map01200","M00169,M00172",R00216,RC00105,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Malate_DH,Malic_M,PTA_PTB,malic"
ECFFIKGN_02285,1429851.X548_06915,6.88e-53,202,"COG0745@1|root,COG2199@1|root,COG2200@1|root,COG0745@2|Bacteria,COG2199@2|Bacteria,COG2200@2|Bacteria,1PJCA@1224|Proteobacteria,1RS4H@1236|Gammaproteobacteria,1X47Y@135614|Xanthomonadales",135614|Xanthomonadales,T,COG2202 FOG PAS PAC domain,-,-,-,ko:K21025,"ko02025,map02025",-,-,-,"ko00000,ko00001",-,-,-,"EAL,GGDEF,PAS,PAS_8,PAS_9"
ECFFIKGN_02286,765910.MARPU_14810,4.69e-105,316,"COG0008@1|root,COG0008@2|Bacteria,1MUN7@1224|Proteobacteria,1RMYQ@1236|Gammaproteobacteria,1WXFV@135613|Chromatiales",135613|Chromatiales,J,"Catalyzes the tRNA-independent activation of glutamate in presence of ATP and the subsequent transfer of glutamate onto a tRNA(Asp). Glutamate is transferred on the 2-amino-5-(4,5- dihydroxy-2-cyclopenten-1-yl) moiety of the queuosine in the wobble position of the QUC anticodon",gluQ,-,-,ko:K01894,-,-,-,-,"ko00000,ko01000,ko01007,ko03016",-,-,-,tRNA-synt_1c
ECFFIKGN_02287,765914.ThisiDRAFT_0322,5.049999999999999e-159,453,"COG0825@1|root,COG0825@2|Bacteria,1MURN@1224|Proteobacteria,1RNN8@1236|Gammaproteobacteria,1WX6T@135613|Chromatiales",135613|Chromatiales,I,"Component of the acetyl coenzyme A carboxylase (ACC) complex. First, biotin carboxylase catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the carboxyltransferase to acetyl-CoA to form malonyl-CoA",accA,-,"2.1.3.15,6.4.1.2",ko:K01962,"ko00061,ko00620,ko00640,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko01212,map00061,map00620,map00640,map00720,map01100,map01110,map01120,map01130,map01200,map01212","M00082,M00376","R00742,R04386","RC00040,RC00253,RC00367","ko00000,ko00001,ko00002,ko01000",-,-,-,ACCA
ECFFIKGN_02288,1123253.AUBD01000009_gene2341,3.09e-45,153,"COG0745@1|root,COG0745@2|Bacteria,1MVCB@1224|Proteobacteria,1RM87@1236|Gammaproteobacteria,1X4ZK@135614|Xanthomonadales",135614|Xanthomonadales,T,COG0745 Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,-,-,-,ko:K02483,-,-,-,-,"ko00000,ko02022",-,-,-,"Response_reg,Trans_reg_C"
ECFFIKGN_02289,1384056.N787_06150,1.1500000000000001e-117,374,"COG0642@1|root,COG2205@2|Bacteria,1N17V@1224|Proteobacteria,1RNFK@1236|Gammaproteobacteria,1X4YC@135614|Xanthomonadales",135614|Xanthomonadales,T,Histidine kinase,-,-,-,-,-,-,-,-,-,-,-,-,"HATPase_c,HisKA"
ECFFIKGN_02290,1384056.N787_06145,3.0099999999999996e-223,630,"COG0147@1|root,COG0147@2|Bacteria,1MVBJ@1224|Proteobacteria,1RMSE@1236|Gammaproteobacteria,1X3D1@135614|Xanthomonadales",135614|Xanthomonadales,E,"Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia",trpE,-,4.1.3.27,ko:K01657,"ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025",M00023,"R00985,R00986","RC00010,RC02148,RC02414","ko00000,ko00001,ko00002,ko01000",-,-,-,"Anth_synt_I_N,Chorismate_bind"
ECFFIKGN_02291,1168065.DOK_06989,9.899999999999998e-165,502,"COG1629@1|root,COG4771@2|Bacteria,1MWKN@1224|Proteobacteria,1RS91@1236|Gammaproteobacteria,1J7NB@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,P,TonB dependent receptor,-,-,-,-,-,-,-,-,-,-,-,-,"Plug,TonB_dep_Rec"
ECFFIKGN_02292,391625.PPSIR1_03113,1.4799999999999999e-146,465,"COG1752@1|root,COG1752@2|Bacteria,1Q82E@1224|Proteobacteria,434UN@68525|delta/epsilon subdivisions,2WZ5Q@28221|Deltaproteobacteria,2Z1DT@29|Myxococcales",28221|Deltaproteobacteria,S,Esterase of the alpha-beta hydrolase superfamily,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_02293,1123236.KB899383_gene2651,1.03e-277,803,"COG1629@1|root,COG1629@2|Bacteria,COG4771@2|Bacteria,1MV8W@1224|Proteobacteria,1RMQA@1236|Gammaproteobacteria,469AY@72275|Alteromonadaceae",1236|Gammaproteobacteria,P,TonB dependent receptor,-,-,-,-,-,-,-,-,-,-,-,-,"Plug,TonB_dep_Rec"
ECFFIKGN_02294,1128912.GMES_3828,5.3600000000000006e-79,244,"COG2186@1|root,COG2186@2|Bacteria,1MV83@1224|Proteobacteria,1RR9F@1236|Gammaproteobacteria,4673U@72275|Alteromonadaceae",1236|Gammaproteobacteria,K,FCD,yieP,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0044424,GO:0044444,GO:0044464",-,-,-,-,-,-,-,-,-,-,"FCD,GntR"
ECFFIKGN_02295,1123236.KB899383_gene2659,3.57e-163,470,"COG2017@1|root,COG2017@2|Bacteria,1MVMN@1224|Proteobacteria,1RNZN@1236|Gammaproteobacteria,464QA@72275|Alteromonadaceae",1236|Gammaproteobacteria,G,Converts alpha-aldose to the beta-anomer,galM,-,5.1.3.3,ko:K01785,"ko00010,ko00052,ko01100,ko01110,ko01120,ko01130,map00010,map00052,map01100,map01110,map01120,map01130",M00632,"R01602,R10619",RC00563,"ko00000,ko00001,ko00002,ko01000",-,-,-,Aldose_epim
ECFFIKGN_02297,861299.J421_2132,4.33e-6,48.5,"COG1595@1|root,COG1595@2|Bacteria",2|Bacteria,K,"DNA-templated transcription, initiation",-,-,-,ko:K02405,"ko02020,ko02025,ko02026,ko02040,ko05111,map02020,map02025,map02026,map02040,map05111",-,-,-,"ko00000,ko00001,ko02035,ko03021",-,-,-,Sigma70_ECF
ECFFIKGN_02298,1123377.AUIV01000016_gene347,1.3199999999999999e-45,185,"COG0515@1|root,COG0515@2|Bacteria,1MVEU@1224|Proteobacteria,1S0IU@1236|Gammaproteobacteria,1X4DU@135614|Xanthomonadales",135614|Xanthomonadales,KLT,serine threonine protein kinase,-,-,2.7.11.1,ko:K12132,-,-,-,-,"ko00000,ko01000,ko01001",-,-,-,"Pkinase,TPR_10,TPR_12"
ECFFIKGN_02299,1121374.KB891576_gene624,1.8999999999999998e-157,468,"COG1574@1|root,COG1574@2|Bacteria,1MWP2@1224|Proteobacteria,1RNB7@1236|Gammaproteobacteria",1236|Gammaproteobacteria,S,metal-dependent hydrolase with the TIM-barrel fold,-,-,-,-,-,-,-,-,-,-,-,-,Amidohydro_3
ECFFIKGN_02300,1279009.ADICEAN_00003,3.7799999999999996e-175,510,"COG0612@1|root,COG0612@2|Bacteria",2|Bacteria,L,"Peptidase, M16",-,-,-,ko:K07263,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"Peptidase_M16,Peptidase_M16_C"
ECFFIKGN_02301,1279009.ADICEAN_00002,1.69e-181,521,"COG0612@1|root,COG0612@2|Bacteria,4NEDZ@976|Bacteroidetes",976|Bacteroidetes,M,"peptidase, M16",-,-,-,ko:K07263,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,"Peptidase_M16,Peptidase_M16_C"
ECFFIKGN_02302,326297.Sama_0391,2.04e-12,73.9,"2AKRR@1|root,31BIK@2|Bacteria,1Q7DG@1224|Proteobacteria,1SV5D@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_02303,1122201.AUAZ01000006_gene3900,5.99e-36,130,"29FS0@1|root,302PP@2|Bacteria,1RE1Q@1224|Proteobacteria,1S4I9@1236|Gammaproteobacteria",1236|Gammaproteobacteria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_02305,1122135.KB893157_gene331,1.4399999999999998e-179,516,"COG1012@1|root,COG1012@2|Bacteria,1MU1V@1224|Proteobacteria,2TQR1@28211|Alphaproteobacteria",28211|Alphaproteobacteria,C,belongs to the aldehyde dehydrogenase family,-,-,1.2.1.99,ko:K09472,"ko00330,ko01100,map00330,map01100",M00136,"R07417,R07418",RC00080,"ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh
ECFFIKGN_02306,1121374.KB891575_gene794,4.28e-138,411,"COG0174@1|root,COG0174@2|Bacteria,1MU6V@1224|Proteobacteria,1RPNZ@1236|Gammaproteobacteria",1236|Gammaproteobacteria,E,glutamine synthetase,-,-,6.3.1.2,ko:K01915,"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",-,R00253,"RC00010,RC02798","ko00000,ko00001,ko01000,ko04147",-,-,-,Gln-synt_C
ECFFIKGN_02307,1121104.AQXH01000003_gene364,7.33e-53,176,"COG1225@1|root,COG1225@2|Bacteria,4NKV2@976|Bacteroidetes,1IX9A@117747|Sphingobacteriia",976|Bacteroidetes,O,Redoxin,-,-,-,-,-,-,-,-,-,-,-,-,AhpC-TSA
ECFFIKGN_02308,1397696.KK211189_gene1752,4.19e-15,82.4,"COG1404@1|root,COG1404@2|Bacteria,1V3SC@1239|Firmicutes,4HFE4@91061|Bacilli",91061|Bacilli,O,Domain of unknown function (DUF4397),-,-,-,-,-,-,-,-,-,-,-,-,"DUF4397,Gram_pos_anchor"
ECFFIKGN_02309,314254.OA2633_05666,3.26e-61,211,"COG1680@1|root,COG1680@2|Bacteria,1MVZN@1224|Proteobacteria,2V78K@28211|Alphaproteobacteria,43ZCG@69657|Hyphomonadaceae",28211|Alphaproteobacteria,V,Domain of unknown function (DUF3471),-,-,-,-,-,-,-,-,-,-,-,-,"Beta-lactamase,DUF3471"
ECFFIKGN_02310,402881.Plav_0567,2.3099999999999998e-74,244,"COG5505@1|root,COG5505@2|Bacteria,1RAF4@1224|Proteobacteria,2U5HM@28211|Alphaproteobacteria",28211|Alphaproteobacteria,S,Protein of unknown function (DUF819),-,-,-,-,-,-,-,-,-,-,-,-,DUF819
ECFFIKGN_02311,857087.Metme_1758,1.4e-53,172,"COG5573@1|root,COG5573@2|Bacteria,1N3BU@1224|Proteobacteria,1S9WU@1236|Gammaproteobacteria,1XFCD@135618|Methylococcales",135618|Methylococcales,S,PIN domain,-,-,-,-,-,-,-,-,-,-,-,-,PIN
ECFFIKGN_02312,857087.Metme_1757,2.3399999999999998e-34,119,"COG2336@1|root,COG2336@2|Bacteria,1N7H2@1224|Proteobacteria,1SFB0@1236|Gammaproteobacteria,1XFM5@135618|Methylococcales",135618|Methylococcales,K,SpoVT / AbrB like domain,-,-,-,ko:K07172,-,-,-,-,"ko00000,ko02048",-,-,-,MazE_antitoxin
ECFFIKGN_02313,243090.RB2367,0,1305,"COG3119@1|root,COG3119@2|Bacteria,2IX0Y@203682|Planctomycetes",203682|Planctomycetes,P,PFAM sulfatase,-,-,3.1.6.1,ko:K01130,"ko00140,ko00600,map00140,map00600",-,"R03980,R04856","RC00128,RC00231","ko00000,ko00001,ko01000",-,-,-,Sulfatase
ECFFIKGN_02314,247639.MGP2080_02111,4.7299999999999996e-66,212,"COG2067@1|root,COG2067@2|Bacteria,1NDQA@1224|Proteobacteria,1TIWZ@1236|Gammaproteobacteria,1JBA2@118884|unclassified Gammaproteobacteria",1236|Gammaproteobacteria,I,"K COG5665 CCR4-NOT transcriptional regulation complex, NOT5 subunit",-,-,-,-,-,-,-,-,-,-,-,-,-
ECFFIKGN_02315,1304874.JAFY01000002_gene107,1.57e-56,206,"COG0596@1|root,COG0596@2|Bacteria",2|Bacteria,S,"hydrolase activity, acting on ester bonds",-,-,-,-,-,-,-,-,-,-,-,-,"Abhydrolase_1,Abhydrolase_4"
ECFFIKGN_02316,1280946.HY29_16640,3.54e-46,166,"COG0657@1|root,COG0657@2|Bacteria,1RD8A@1224|Proteobacteria,2U0DE@28211|Alphaproteobacteria",28211|Alphaproteobacteria,I,PFAM Alpha beta hydrolase fold-3 domain protein,-,-,-,-,-,-,-,-,-,-,-,-,Abhydrolase_3
ECFFIKGN_02317,478749.BRYFOR_08171,2.61e-85,270,"COG4733@1|root,COG4733@2|Bacteria,1UI04@1239|Firmicutes,25E8W@186801|Clostridia",186801|Clostridia,S,"Psort location Cytoplasmic, score",-,-,-,-,-,-,-,-,-,-,-,-,DUF2961
